maintenance_number,client,address,full_name,reference_year,service_date,month,source,model_diffuseur,emplacement,parfum,qte_restante,qte_livree,commentaire,technician_name
015903,café kbaiel?,Ennaser,café kbaiel? Ennaser,2025,2025-07-22,7,Visite,Aromair150,Entree D,RU,300,0,changement d'emplacement des diffuseurs,
015903,café kbaiel?,Ennaser,café kbaiel? Ennaser,2025,2025-07-22,7,Visite,Aromair150,Entree G,RU,300,0,,
015955,Boumiza Square,Sousse,Boumiza Square Sousse,2025,2025-07-30,7,Visite,Zee600,RDC,Tabaco Vanill,0,0,2 Bouteille Vide - Diff WC Necessite de changement pile,
015955,Boumiza Square,Sousse,Boumiza Square Sousse,2025,2025-07-30,7,Visite,Zee600,+1,N/A,229,0,,
015955,Boumiza Square,Sousse,Boumiza Square Sousse,2025,2025-07-30,7,Visite,Aromair100,+1 WC,N/A,0,0,,
016137,Rids,Lac 2,Rids Lac 2,2025,2025-08-26,8,Livraison,Centrale/CTA,Bouteill. salon,FM,300,300,installation 2 Bouteille (s) 300 ML pour diffuseur central,
016137,Rids,Lac 2,Rids Lac 2,2025,2025-08-26,8,Livraison,Centrale/CTA,Bouteill. wc,F.the,300,300,,
016044,café LAZ,Ennaser,café LAZ Ennaser,2025,2025-08-14,8,Visite,Aromair150,Entree G,The vent,158,0,,
016044,café LAZ,Ennaser,café LAZ Ennaser,2025,2025-08-14,8,Visite,Aromair150,Entree D,The vent,168,0,,
015953,centre Maliba,Sousse,centre Maliba Sousse,2025,2025-07-30,7,Visite,Astree,+2,RG,243,0,Bouteille (S) Vide - Tuyau à l'exterieur,
015953,centre Maliba,Sousse,centre Maliba Sousse,2025,2025-07-30,7,Visite,Astree,+1,RG,0,0,,
015913,Manar City,Manar City,Manar City Manar City,2025,2025-07-23,7,Visite,N/A,N/A,N/A,0,0,Livraison des échantillons Cologne + oud boisé + F.C,
015837,Bureau d'Architecte,centre Tanit,Bureau d'Architecte centre Tanit,2025,2025-07-21,7,Visite,N/A,N/A,N/A,0,0,Livraison des échantillons RG + Ambre de lumière,
015843,Table Espace,Lac 1,Table Espace Lac 1,2025,2025-07-22,7,Visite,Astree,Entree,F. the,10,0,Bouton off - Bouteille Vide + client demande des échantillons,
016090,Centre Emma Fakhfakh,Jardin de carthage,Centre Emma Fakhfakh Jardin de carthage,2025,2025-08-20,8,Visite,Astree,Entree,Fe 9,55,0,Nettoyage Diffuseurs,
016090,Centre Emma Fakhfakh,Jardin de carthage,Centre Emma Fakhfakh Jardin de carthage,2025,2025-08-20,8,Visite,AR 300,+1,V,0,0,,
016124,Geliamo,Massa,Geliamo Massa,2025,2025-08-23,8,Livraison,Aromair150,Entree,FO,0,300,Récuperation Bouteille vide - Livraison Diffuseur Aromair150,
016091,la Turquoise,centre Urbain Nord,la Turquoise centre Urbain Nord,2025,2025-08-23,8,Livraison,Zee300,Entree,FM,0,300,Bouteille (V) vide - Livraison Bouteille (V) 300 ML,
015952,Ambiance d'autrefois,Soukra,Ambiance d'autrefois Soukra,2025,2025-07-30,7,Visite,Astree,Entree,Mélange,37,300,Livraison Bouteille (S) 300 ML + Récup Bouteille (S) vide,
015918,JC,Manzah 5,JC Manzah 5,2025,2025-07-23,7,Visite,Astree,au fond,F.the,61,300,Livraison Bouteille (S) 61 ML + colle autocollant Appliqué,
015927,Le sportif,Soukra,Le sportif Soukra,2025,2025-07-24,7,Visite,Aromair100,Entree,Melange,300,300,changement de parfum Mélange par P.O,
015957,Docteur Salsabil,Soukra,Docteur Salsabil Soukra,2025,2025-07-31,7,Visite,Astree,Entree,FM,300,300,Livraison Diffuseur Astree + Bouteille (S) 300 ML,
015917,Café Numa (FDL),Manzah 8,Café Numa (FDL) Manzah 8,2025,2025-07-23,7,Visite,Zee300,Entree,RG,0,300,changement programme 2 Diff P.H: 8-12/19-23,
015917,Café Numa (FDL),Manzah 8,Café Numa (FDL) Manzah 8,2025,2025-07-23,7,Visite,Zee300,WC,RG,0,300,,
015905,Mme Leveque,Gammarth,Mme Leveque Gammarth,2025,2025-07-23,7,Visite,Astree,Entree,TH,0,300,Bouteille Vide - Récuperation Bouteille (S) vide,
015912,Para Pharmacie Geriga,Bardo,Para Pharmacie Geriga Bardo,2025,2025-07-23,7,Visite,Aromair100,au fond,Fe 9,10,300,Bouteille Vide + Décalage horaire,
016134,716,Manzah 6,716 Manzah 6,2025,2025-08-26,8,Visite,Zee600,Entree 1,RU,320,900,Problème Prise courant Diff Entree 1,
016134,716,Manzah 6,716 Manzah 6,2025,2025-08-26,8,Visite,Zee600,Entree 2,RU,0,900,Recuperation 3 Bouteille (V) Vide,
016134,716,Manzah 6,716 Manzah 6,2025,2025-08-26,8,Visite,Zee600,Entree 3,RU,0,900,Nettoyage circuit de diffusion,
016134,716,Manzah 6,716 Manzah 6,2025,2025-08-26,8,Visite,Aromair500,lustre,RU,277,500,,
016130,Barista's,Jardin de carthage,Barista's Jardin de carthage,2025,2025-08-26,8,Visite,Aromair100,WC,Peace,112,0,changement Prog - Plage horaire 8:30 - 20:30,
016129,Game Production,GP9,Game Production GP9,2025,2025-08-26,8,Livraison,Centrale/CTA,+1,PO,0,300,Bouteille Vide - Livraison Bouteille (V) 300 ML,
015819,Audi,La Goulette,Audi La Goulette,2025,2025-07-18,7,Visite,Zee300,Entrée,N/A,240,0,Débranches,
015819,Audi,La Goulette,Audi La Goulette,2025,2025-07-18,7,Visite,Zee300,au fond,N/A,247,0,,
015208,Slim Optic,Lac 1,Slim Optic Lac 1,2025,2025-08-27,8,Visite,Iceburg,Entree,cologne,300,0,Récuperation 3 Diffuseurs Iceberg Noir BT,
015208,Slim Optic,Lac 1,Slim Optic Lac 1,2025,2025-08-27,8,Visite,Iceburg,au fond,cologne,300,0,Livraison 3 Nouvelles recharge Bouteille (S) 300 ML,
015208,Slim Optic,Lac 1,Slim Optic Lac 1,2025,2025-08-27,8,Visite,Iceburg,au milieu,cologne,300,0,,
015674,Geox,GP9 Millenium,Geox GP9 Millenium,2025,2025-10-31,10,Livraison,Aromair100,Entrée,F.Thé,15,300,le client demande des echantillons pour changer le parfum,
015673,Geliamo,la Marsa,Geliamo la Marsa,2025,2025-10-31,10,Livraison,Aromair150,Entrée,Mel,25,0,Diffuseur en bon état,
015667,Table Espace,Lac 1,Table Espace Lac 1,2025,2025-10-31,10,Visite,Astree,Entree,N/A,105,0,Entretien courant,
015668,ooredoo dsc,Charguia 1,ooredoo dsc Charguia 1,2025,2025-10-31,10,Livraison,Zee300,RDC,FM,10,300,On a changer le tuyau de pression d'air de diff +1,
015668,ooredoo dsc,Charguia 1,ooredoo dsc Charguia 1,2025,2025-10-31,10,Visite,Centrale/CTA,+1 Ascenseur,Fe2,267,0,Changement bouteille 92ml sur diff +2,
015668,ooredoo dsc,Charguia 1,ooredoo dsc Charguia 1,2025,2025-10-31,10,Visite,Centrale/CTA,+1 Escalier,Fe2,10,0,Fuite d'air au niveau de diff +2,
015668,ooredoo dsc,Charguia 1,ooredoo dsc Charguia 1,2025,2025-10-31,10,Visite,Centrale/CTA,+2 Ascenseur,T.B,0,0,Réparation effectuée,
015668,ooredoo dsc,Charguia 1,ooredoo dsc Charguia 1,2025,2025-10-31,10,Visite,Centrale/CTA,+2 Escalier,T.B,92,0,,
015669,Convergen,Lac 3,Convergen Lac 3,2025,2025-10-31,10,Livraison,Zee300,Entree,RG,224,300,Débrancher,
015670,Cipolin,Jardin de Carthage,Cipolin Jardin de Carthage,2025,2025-10-31,10,Visite,Astree,Entree,T.H,83,0,Nettoyage effectué,
015671,Little Asia,GP9,Little Asia GP9,2025,2025-10-31,10,Livraison,Aromair100,Entree,Sakura,0,300,,
015658,Radisson Blu,SFAX,Radisson Blu SFAX,2025,2025-10-29,10,Visite,Zephyr,Reception,F.O,241,0,Recuperation Diff Astree sans chapeau,
015659,Districars,SFAX,Districars SFAX,2025,2025-10-29,10,Livraison,Astree,au fond,cologne,0,300,livraison des echantillons,
015675,Maison Mme Dridi,Soukra,Maison Mme Dridi Soukra,2025,2025-10-31,10,Livraison,Astree,Salon,RG,0,300,Recharge effectuée,
015735,Spectra,Lac 3,Spectra Lac 3,2025,2025-10-27,10,Visite,Iceburg,-1,F.Thé,173,0,Nettoyage diffuseur,
015738,ID Partenaire,Melinium GP9,ID Partenaire Melinium GP9,2025,2025-10-27,10,Livraison,N/A,N/A,N/A,0,0,Livraison des echantillons - Recuperation Diff Iceberg,
015714,Kantaoui Bey,Sousse,Kantaoui Bey Sousse,2025,2025-10-23,10,Réparation,Zee600,Spa,Neroli,0,0,Changement programme diffuseur SPA demande MR Hamdi,
015726,Table Espace,GP9,Table Espace GP9,2025,2025-10-25,10,Livraison,Astree,Entree,Thé V,0,200,Recuperation 212 ml T.V.A,
015718,Slim Optic,Lac 1,Slim Optic Lac 1,2025,2025-10-24,10,Visite,Iceburg,Entree,cologne,55,0,Parfum pas assez fort - changement parfum vers senteur intense,
015718,Slim Optic,Lac 1,Slim Optic Lac 1,2025,2025-10-24,10,Visite,Iceburg,au fond,cologne,61,0,,
015718,Slim Optic,Lac 1,Slim Optic Lac 1,2025,2025-10-24,10,Visite,Iceburg,au Milieu,cologne,66,0,,
015718,Slim Optic,Lac 1,Slim Optic Lac 1,2025,2025-10-24,10,Visite,Iceburg,VIP,cologne,33,0,,
015721,Maitre Bilel Tazni,City Olympique,Maitre Bilel Tazni City Olympique,2025,2025-10-24,10,Livraison,Aromair150,Entrée,RG,300,300,Installation Diff (Aromair150),
015722,Pharmacie Mariem Khemiri,Fouchana,Pharmacie Mariem Khemiri Fouchana,2025,2025-10-24,10,Livraison,Aromair150,Entrée,F.thé,300,300,Paiement en espèce,
015651,Dar Saied,Sidi Bousaid,Dar Saied Sidi Bousaid,2025,2025-10-28,10,Livraison,AR300,WC,Myrth,165,435,Changement plage horaire,
015730,Artige,Lac 1,Artige Lac 1,2025,2025-10-25,10,Livraison,Aromair100,Entree,Fc 3,120,180,Recharge effectuée,
015739,Avocat,Cité Olympique,Avocat Cité Olympique,2025,2025-10-27,10,Echange,Aromair150,Entree,RG,280,300,Nettoyage circuit diffusion,
015652,Polyforme,Soukra,Polyforme Soukra,2025,2025-10-28,10,Livraison,Aromair100,Entrée G,Mel,0,300,Nettoyage effectué,
015737,Saveurs de Carthage,Jardin de Carthage,Saveurs de Carthage Jardin de Carthage,2025,2025-10-27,10,Echange,Aromair100,Entree,Melange,150,300,Recuperation Bouteille (S) de 150 ml,
015731,BeBabel,Massa,BeBabel Massa,2025,2025-10-25,10,Livraison,Zee300,Caisse,T.Show,900,900,Livraison Diff (Zee 300),
015711,Ambiance d'autre fois,Sousse,Ambiance d'autre fois Sousse,2025,2025-10-23,10,Visite,Astree,Entree,Melange,259,0,Nettoyage diffuseur,
015727,Novotel,Lac 2,Novotel Lac 2,2025,2025-10-25,10,Livraison,Tour,Reception,FM,108,300,,
015717,Mall of Sousse,Sousse,Mall of Sousse Sousse,2025,2025-10-23,10,Livraison,N/A,N/A,N/A,0,0,livraison des echantillons pour Mr Wahid,
015712,Porsche,La goulette,Porsche La goulette,2025,2025-10-22,10,Livraison,Zee300,Entrée,RG,0,300,Recharge effectuée,
015728,Clinique Elyssa,Lac 1,Clinique Elyssa Lac 1,2025,2025-10-25,10,Livraison,Zee600,Entrée,FM,0,300,Recuperation Bouteille Vide,
015733,RIPS,Lac 2,RIPS Lac 2,2025,2025-10-27,10,Visite,Centrale/CTA,S.WC,F.thé,0,0,Commande confirmée pour 2 bouteilles 300ml,
015733,RIPS,Lac 2,RIPS Lac 2,2025,2025-10-27,10,Visite,Centrale/CTA,S.salon,FM,0,0,,
015725,Villa Didon,Carthage,Villa Didon Carthage,2025,2025-10-25,10,Visite,N/A,N/A,N/A,0,0,changement l'emplacement de diff (Zee 600),
015734,Floralie,Lac 3,Floralie Lac 3,2025,2025-10-27,10,Livraison,Zee600,Entree,F.thé,0,600,Recharge effectuée,
015800,Equipement Concept,Soukra,Equipement Concept Soukra,2025,2025-10-21,10,Visite,Astree,RDC,Rose d'or,264,0,Tête bouteille RDC bouché - commande confirmée,
015800,Equipement Concept,Soukra,Equipement Concept Soukra,2025,2025-10-21,10,Visite,Astree,+1,Rose d'or,0,0,,
015788,Baristas,Lac 1,Baristas Lac 1,2025,2025-10-20,10,Livraison,Aromair100,WC,Cosmos,0,300,Parfum peace livré,
015736,Naism Jasser,Jardin de Carthage,Naism Jasser Jardin de Carthage,2025,2025-10-27,10,Livraison,Zee300,RDC,R.G,0,300,Recuperation 2 bouteilles vides,
015736,Naism Jasser,Jardin de Carthage,Naism Jasser Jardin de Carthage,2025,2025-10-27,10,Livraison,Zee300,-1,R.G,0,300,,
015742,Polyforme,Soukra,Polyforme Soukra,2025,2025-10-27,10,Visite,Zephyr,RDC,Mel,6,0,changement plage horaire diff (RDC),
015799,Lord,Soukra,Lord Soukra,2025,2025-10-21,10,Visite,Aromair100,Entree,RG,135,0,Fuite d'air diff au fond / changement tuyau de pompe,
015799,Lord,Soukra,Lord Soukra,2025,2025-10-21,10,Visite,Aromair100,au fond,RG,0,0,Commande confirmée Bouteille 300ml RG,
015794,716,Centre urbain Nord,716 Centre urbain Nord,2025,2025-10-21,10,Visite,Aromair150,WC,Fe 3,90,0,Contrôle diffuseur,
015790,Mokni,Megrine,Mokni Megrine,2025,2025-10-20,10,Livraison,Iceburg,PDG,T.H,160,150,changement Tête bouteille Diff (PDG),
015790,Mokni,Megrine,Mokni Megrine,2025,2025-10-20,10,Livraison,N/A,N/A,T.H,0,0,,
015732,fl invest,Lac 2,fl invest Lac 2,2025,2025-10-27,10,Livraison,Astree,Entree,R.G,300,300,Installation Diff (Astree) + Changement prog Diff,
015706,Villa Didon,Carthage,Villa Didon Carthage,2025,2025-10-22,10,Visite,N/A,N/A,N/A,0,0,Changement Fréquence diffusion,
015779,Diamelle,Lac 1,Diamelle Lac 1,2025,2025-10-18,10,Visite,Aromair100,Entree,FC,225,0,Diffuseur en bon état,
015793,Ceram Square,GP9,Ceram Square GP9,2025,2025-10-21,10,Livraison,Zee300,RDC,TH,230,70,,
015793,Ceram Square,GP9,Ceram Square GP9,2025,2025-10-21,10,Visite,Astree,+1,TH,174,0,,
015793,Ceram Square,GP9,Ceram Square GP9,2025,2025-10-21,10,Visite,Astree,+2,TH,210,0,,
015778,Dar Saied,Sidi Bousaid,Dar Saied Sidi Bousaid,2025,2025-10-18,10,Visite,Iceburg,au fond,Myrth,3,300,Décalage horaire - Recuperation 1 bouteille,
015701,Century 21,Soukra,Century 21 Soukra,2025,2025-10-22,10,Livraison,Iceburg,Entree,Melange,60,90,changement Tête bouteille (s),
015785,Pharmacie Sadri,Lac 2,Pharmacie Sadri Lac 2,2025,2025-10-20,10,Visite,Aromair100,+1,Fc 3,117,0,Bouton off,
015792,Ceram Garden,GP9,Ceram Garden GP9,2025,2025-10-21,10,Livraison,Zee300,RDC,TH,260,40,Recuperation 2 bouteilles vides,
015792,Ceram Garden,GP9,Ceram Garden GP9,2025,2025-10-21,10,Visite,Astree,+1,TH,188,0,,
015792,Ceram Garden,GP9,Ceram Garden GP9,2025,2025-10-21,10,Visite,Astree,+2,TH,205,0,,
015781,Edwards,Soukra,Edwards Soukra,2025,2025-10-18,10,Visite,N/A,N/A,N/A,0,0,"Recuperation diffuseur ""Aromair100"" en atelier pour réparation",
015708,Equipement Concept,Soukra,Equipement Concept Soukra,2025,2025-10-22,10,Réparation,N/A,N/A,N/A,0,0,Changement (tête bouteille) Diffuseur (RDC),
015743,La Jolie,Tunis,La Jolie Tunis,2025,2025-10-27,10,Livraison,N/A,N/A,N/A,0,0,Livraison des echantillons,
015777,Barista's,Aouina,Barista's Aouina,2025,2025-10-18,10,Livraison,Centrale/CTA,comptoir,coffee,42,150,Récupération 1 bouteille,
015784,Club NA,Gammarth,Club NA Gammarth,2025,2025-10-20,10,Livraison,Aromair100,WC H,Cosmos,200,100,changement tête bouteille pour 2 diff (WC) / change prog Diff,
015784,Club NA,Gammarth,Club NA Gammarth,2025,2025-10-20,10,Livraison,Aromair100,WC F,Cosmos,82,220,Recuperation 3 bouteilles vides,
015784,Club NA,Gammarth,Club NA Gammarth,2025,2025-10-20,10,Livraison,Zee300,comptoir,Agrume,0,300,,
015783,Camomille,Soukra,Camomille Soukra,2025,2025-10-18,10,Visite,Iceburg,au fond,FC,80,0,Débrancher,
015786,Nova Tel,Lac 2,Nova Tel Lac 2,2025,2025-10-20,10,Livraison,Zee300,+1,JB,125,300,Recuperation 1 bouteille,
015786,Nova Tel,Lac 2,Nova Tel Lac 2,2025,2025-10-20,10,Visite,Astree,Spa,MAR,210,0,,
015780,S Tran,Manzah 5,S Tran Manzah 5,2025,2025-10-18,10,Livraison,Aromair100,Entree,RG,7,150,Récuperation 1 bouteille,
015773,Pharmacie Abbes,Tunis,Pharmacie Abbes Tunis,2025,2025-10-17,10,Visite,Astree,au fond,RG,162,0,Récuperation bouteille (s) 300ml RG Non livré,
015771,VW SAV,charguia,VW SAV charguia,2025,2025-10-17,10,Visite,Aromair150,Entrée,Jasmin,142,0,,
015789,Oishi,Soukra,Oishi Soukra,2025,2025-10-20,10,Visite,Astree,Entree,citron noir,81,0,Récuperation bouteille (s) 300 ML non livrée,
015769,Renault,Charguia,Renault Charguia,2025,2025-10-17,10,Visite,Astree,Entree,RG,216,0,Bouton off,
015769,Renault,Charguia,Renault Charguia,2025,2025-10-17,10,Visite,Astree,au fond,Rose d'or,193,0,,
015672,BEBABEL,la Marsa,BEBABEL la Marsa,2025,2025-10-31,10,Visite,N/A,N/A,N/A,0,0,changement Fréq Diffusion vers 180 / 240,
015661,Hall cf sousse,Sousse,Hall cf Sousse Sousse,2025,2025-10-30,10,Livraison,Zephyr,Entree Parking,RG,38,300,Recharge 7 bouteilles,
015661,Hall cf sousse,Sousse,Hall cf Sousse Sousse,2025,2025-10-30,10,Livraison,Zephyr,Hall Beach,Fe3,255,300,,
015661,Hall cf sousse,Sousse,Hall cf Sousse Sousse,2025,2025-10-30,10,Livraison,Zephyr,WC H Beach,Fe3,0,300,,
015661,Hall cf sousse,Sousse,Hall cf Sousse Sousse,2025,2025-10-30,10,Livraison,Zephyr,WC F Beach,Fe3,69,300,,
015661,Hall cf sousse,Sousse,Hall cf Sousse Sousse,2025,2025-10-30,10,Livraison,Zephyr,Hall low,Fe3,0,300,,
015661,Hall cf sousse,Sousse,Hall cf Sousse Sousse,2025,2025-10-30,10,Livraison,Zephyr,WC F low,Fe3,0,300,,
015661,Hall cf sousse,Sousse,Hall cf Sousse Sousse,2025,2025-10-30,10,Livraison,Zephyr,WC H low,Fe3,5,300,,
015662,Mall of sousse,Sousse,Mall of Sousse Sousse,2025,2025-10-30,10,Livraison,Zephyr,Hall Moussque,Fc3,0,300,changement programme Diff moussque,
015662,Mall of sousse,Sousse,Mall of Sousse Sousse,2025,2025-10-30,10,Livraison,Zephyr,WC H Moussque,Fc3,0,300,Récuperation 4 bouteilles,
015662,Mall of sousse,Sousse,Mall of Sousse Sousse,2025,2025-10-30,10,Livraison,Zephyr,WC F Moussque,Fc3,0,300,,
015662,Mall of sousse,Sousse,Mall of Sousse Sousse,2025,2025-10-30,10,Livraison,Aromair150,Moussque,agrume,59,300,,
015662,Mall of sousse,Sousse,Mall of Sousse Sousse,2025,2025-10-30,10,Visite,Astree,admin,TH,162,0,,
015663,Diar Andalous,Sousse,Diar Andalous Sousse,2025,2025-10-30,10,Visite,Aromair150,RDC,FM,300,0,installation diffuseur Aromair150 + 300 ml FM - Récuperation 8 vides,
015666,The city,Sousse,The city Sousse,2025,2025-10-30,10,Livraison,Zee300,au fond,TH,0,300,Paiement en especes 252.500,
015665,Kantaoui Bey,Sousse,Kantaoui Bey Sousse,2025,2025-10-30,10,Livraison,Aromair150,WC F Piscine,PO,234,0,livraison 20 Bouteille 300ml Stock + 1 Bouteille 600ml,
015665,Kantaoui Bey,Sousse,Kantaoui Bey Sousse,2025,2025-10-30,10,Livraison,Aromair150,WC H Piscine,PO,267,0,Récuperation 2 vides,
015665,Kantaoui Bey,Sousse,Kantaoui Bey Sousse,2025,2025-10-30,10,Livraison,Aromair150,WC H Plage,PO,237,0,,
015665,Kantaoui Bey,Sousse,Kantaoui Bey Sousse,2025,2025-10-30,10,Livraison,Aromair150,WC F Plage,PO,249,0,,
015665,Kantaoui Bey,Sousse,Kantaoui Bey Sousse,2025,2025-10-30,10,Livraison,Centrale/CTA,Bouteille (1),PO,0,700,,
015665,Kantaoui Bey,Sousse,Kantaoui Bey Sousse,2025,2025-10-30,10,Livraison,Centrale/CTA,Bouteille (2),PO,100,1000,,
015665,Kantaoui Bey,Sousse,Kantaoui Bey Sousse,2025,2025-10-30,10,Livraison,Tous,Reception,PO,0,300,,
015787,Central Tunisie,Lac 1,Central Tunisie Lac 1,2025,2025-10-20,10,Livraison,Astree,Entree,Mel,40,150,Changement plage horaire pour les 2 diff,
015787,Central Tunisie,Lac 1,Central Tunisie Lac 1,2025,2025-10-20,10,Livraison,Astree,au fond,Mel,80,70,,
015772,Noreesto Technique,charguia DT,Noreesto Technique charguia DT,2025,2025-10-17,10,Livraison,Zee300,RDC,FM,116,300,Changement Tête Bouteille diff Aromair100+1,
015772,Noreesto Technique,charguia DT,Noreesto Technique charguia DT,2025,2025-10-17,10,Livraison,Centrale/CTA,A1,TB,0,300,Récuperation 5 vides,
015772,Noreesto Technique,charguia DT,Noreesto Technique charguia DT,2025,2025-10-17,10,Livraison,Centrale/CTA,+2,TB,0,300,,
015772,Noreesto Technique,charguia DT,Noreesto Technique charguia DT,2025,2025-10-17,10,Livraison,Aromair100,+2,TB,67,300,,
015772,Noreesto Technique,charguia DT,Noreesto Technique charguia DT,2025,2025-10-17,10,Livraison,Aromair100,+1,Feg,155,145,,
015774,Clinique Jasmin,Centre urbain Nord,Clinique Jasmin Centre urbain Nord,2025,2025-10-17,10,Livraison,Astree,Entree G,Peace,143,150,changement parfum Jasmin blanc pour les deux diffuseurs,
015774,Clinique Jasmin,Centre urbain Nord,Clinique Jasmin Centre urbain Nord,2025,2025-10-17,10,Livraison,Astree,Entree D,infusion,236,150,Récuperation deux bouteille (s) vide,
015862,Lérable,Lac 2,Lérable Lac 2,2025,2025-10-02,10,Livraison,Zee300,Entré,WJ,281,300,Recharge effectuée,
015860,Ma cuisine,Soukra,Ma cuisine Soukra,2025,2025-10-02,10,Livraison,Astree,RDC,FO,0,300,Paiement en especes 432.500,
015860,Ma cuisine,Soukra,Ma cuisine Soukra,2025,2025-10-02,10,Livraison,Astree,+1,FO,0,300,,
015349,Le Golf,Massa,Le Golf Massa,2025,2025-10-01,10,Livraison,Aromair100,WC H,F.thé,0,150,Récupération 2 bouteilles vides,
015349,Le Golf,Massa,Le Golf Massa,2025,2025-10-01,10,Livraison,Aromair100,WC F,F.thé,0,150,,
015348,Boulbaba,Riadh Andalous,Boulbaba Riadh Andalous,2025,2025-10-01,10,Livraison,Zee300,Entree,FM,0,300,Récupération 3 vides,
015348,Boulbaba,Riadh Andalous,Boulbaba Riadh Andalous,2025,2025-10-01,10,Livraison,Zee300,au fond,FM,0,300,,
015348,Boulbaba,Riadh Andalous,Boulbaba Riadh Andalous,2025,2025-10-01,10,Livraison,Zee300,+1,FM,0,300,,
015852,Business Hotel,Manzah 4,Business Hotel Manzah 4,2025,2025-10-01,10,Livraison,Zephyr,RDC,N/O,0,300,Recuperation 1 bouteille,
015861,Siceram Plus,Soukra,Siceram Plus Soukra,2025,2025-10-02,10,Visite,Astree,Comptoir,T.B,48,0,Commande confirmée,
015859,Indigo,Charguia 1,Indigo Charguia 1,2025,2025-10-02,10,Visite,Zee300,Recep,T.Vert,300,0,,
015853,Radisson Blu,Tunis,Radisson Blu Tunis,2025,2025-10-01,10,Visite,N/A,N/A,N/A,0,0,Récuperation Diff Astree pour réparation,
015856,Labo Abid,Ennasr,Labo Abid Ennasr,2025,2025-10-01,10,Livraison,Aromair150,Entree,Fc 3,300,300,Récupération 2 bouteilles vides,
015856,Labo Abid,Ennasr,Labo Abid Ennasr,2025,2025-10-01,10,Livraison,Aromair150,au fond,Fe 3,300,0,,
015855,Darty,Carrefour el Marsa,Darty Carrefour el Marsa,2025,2025-10-01,10,Livraison,Zee600,Entree G,R.V,900,900,Recharge effectuée,
015854,City Desk,Soukra,City Desk Soukra,2025,2025-10-01,10,Livraison,Zephyr,Entree,Mélange,0,300,Recuperation 1 bouteille,
015851,Love Yourself,Lac 2,Love Yourself Lac 2,2025,2025-10-01,10,Livraison,Aromair100,RDC,RV,0,300,Paiement en especes 432 dt,
015851,Love Yourself,Lac 2,Love Yourself Lac 2,2025,2025-10-01,10,Livraison,Aromair100,+1,RV,0,300,Récupération 2 bouteilles vides,
015336,Spectra,Lac 3,Spectra Lac 3,2025,2025-09-29,09,Livraison,Astree,+2/RDC,JT/RG/TU,673,300,Changement programme diff,
015350,Century 21,Ain Zaghouen,Century 21 Ain Zaghouen,2025,2025-10-01,10,Livraison,Iceburg,Entrée,T.Vert,0,150,Diffuseur fait du bruit,
015902,Hotel Dar Marsa,Marsa,Hotel Dar Marsa Marsa,2026,2026-01-12,1,Controle,Zee300,R.C,F.W,0,0,,Houssem
015902,Hotel Dar Marsa,Marsa,Hotel Dar Marsa Marsa,2026,2026-01-12,1,Recharge,Zee300,R.C,F.W,0,300,,Houssem
015903,A Table,Marsa,A Table Marsa,2026,2026-01-12,1,Controle,Zee300,entrée,F.N,220,0,,Houssem
015903,A Table,Marsa,A Table Marsa,2026,2026-01-12,1,Recharge,,,,0,0,Changement plage horaire,Houssem
015904,Dr Skander Ben Gueder,Sousse,Dr Skander Ben Gueder Sousse,2026,2026-01-12,1,Controle,Iceburg,entree,CI,0,0,,Houssem
015904,Dr Skander Ben Gueder,Sousse,Dr Skander Ben Gueder Sousse,2026,2026-01-12,1,Recharge,,,,0,0,Recuperation Diff Iceburg,Houssem
015905,Maison Mme Dridi,Soukra,Maison Mme Dridi Soukra,2026,2026-01-12,1,Controle,Astree,salle,R.G,0,0,,Houssem
015905,Maison Mme Dridi,Soukra,Maison Mme Dridi Soukra,2026,2026-01-12,1,Recharge,Astree,salle,R.G,0,300,,Houssem
015906,Poly Lighting,GP9,Poly Lighting GP9,2026,2026-01-12,1,Controle,Astree,entré,J.B,0,0,,Houssem
015906,Poly Lighting,GP9,Poly Lighting GP9,2026,2026-01-12,1,Recharge,Astree,entré,J.B,0,300,,Houssem
015907,Boumiza Square,Sousse,Boumiza Square Sousse,2026,2026-01-13,1,Controle,Zee600,RDC,T.P,0,0,,Houssem
015907,Boumiza Square,Sousse,Boumiza Square Sousse,2026,2026-01-13,1,Controle,Zee600,Restaurant,T.P,0,0,,Houssem
015907,Boumiza Square,Sousse,Boumiza Square Sousse,2026,2026-01-13,1,Controle,Zee300,salle de jeux,T.P,0,0,,Houssem
015907,Boumiza Square,Sousse,Boumiza Square Sousse,2026,2026-01-13,1,Controle,Aromair100,WC,Fe3,0,0,,Houssem
015907,Boumiza Square,Sousse,Boumiza Square Sousse,2026,2026-01-13,1,Recharge,Zee600,RDC,T.P,0,300,,Houssem
015907,Boumiza Square,Sousse,Boumiza Square Sousse,2026,2026-01-13,1,Recharge,Zee600,Restaurant,T.P,0,300,,Houssem
015907,Boumiza Square,Sousse,Boumiza Square Sousse,2026,2026-01-13,1,Recharge,Zee300,salle de jeux,T.P,0,300,,Houssem
015907,Boumiza Square,Sousse,Boumiza Square Sousse,2026,2026-01-13,1,Recharge,Aromair100,WC,Fe3,0,300,,Houssem
015908,Clinique Ibn Kholdoun,Sousse,Clinique Ibn Kholdoun Sousse,2026,2026-01-13,1,Controle,Zee300,R.C,,0,0,,Houssem
