maintenance_number,client,address,full_name,reference_year,service_date,month,source,model_diffuseur,emplacement,parfum,qte_restante,qte_livree,commentaire,technician_name
014842,Mall of Sousse,Sousse,Mall of Sousse  Sousse,2025,2025-01-23,1,Recharge,Aromair100,WC,,0,300,,
014842,Mall of Sousse,Sousse,Mall of Sousse  Sousse,2025,2025-01-23,1,Recharge,Aromair100,WC,,0,300,,
015000,Laico,Tunis,Laico  Tunis,2025,2025-02-17,2,Controle,,CTA,,0,0,,
015000,Laico,Tunis,Laico  Tunis,2025,2025-02-17,2,Controle,,super,FE3,185,0,,
015000,Laico,Tunis,Laico  Tunis,2025,2025-02-17,2,Controle,Astree,S.PCAC,,67,0,,
015000,Laico,Tunis,Laico  Tunis,2025,2025-02-17,2,Controle,Zee300,DT,FM,145,0,,
015000,Laico,Tunis,Laico  Tunis,2025,2025-02-17,2,Controle,Astree,STA,,0,0,,
015000,Laico,Tunis,Laico  Tunis,2025,2025-02-17,2,Recharge,,CTA,,0,300,,
015000,Laico,Tunis,Laico  Tunis,2025,2025-02-17,2,Recharge,,super,,0,300,,
015000,Laico,Tunis,Laico  Tunis,2025,2025-02-17,2,Recharge,Astree,S.PCAC,,0,300,,
015000,Laico,Tunis,Laico  Tunis,2025,2025-02-17,2,Recharge,Zee300,DT,,0,300,,
015000,Laico,Tunis,Laico  Tunis,2025,2025-02-17,2,Recharge,Astree,STA,,0,300,,
014755,Cupra,GP9,Cupra  GP9,2025,2025-02-13,2,Recharge,Aromair100,"""-1""",,0,300,,
014844,716,CUN,716 CUN,2025,2025-01-23,1,Controle,Aromair100,WC,,0,0,,
014844,716,CUN,716 CUN,2025,2025-01-23,1,Recharge,Aromair100,WC,,0,300,,
014840,Floralies,Marsa,Floralies  Marsa,2025,2025-01-24,1,Controle,Iceburg,ENTREE,,13,0,,
014840,Floralies,Marsa,Floralies  Marsa,2025,2025-01-24,1,Recharge,Iceburg,ENTREE,,0,300,,
014762,Dr Adel Soukni,Marsa,Dr Adel Soukni  Marsa,2025,2025-02-14,2,Controle,Iceburg,Minim,TH,289,0,,
014847,Pharmacie Neffousi,Marsa,Pharmacie Neffousi Marsa,2025,2025-01-21,1,Controle,Aromair100,Salle,,0,0,,
014847,Pharmacie Neffousi,Marsa,Pharmacie Neffousi Marsa,2025,2025-01-21,1,Recharge,Aromair100,Salle,,0,300,,
014759,Heni,Menzah8,Heni Menzah8,2025,2025-02-13,2,Controle,Aromair100,ENTREE,,0,0,,
014759,Heni,Menzah8,Heni Menzah8,2025,2025-02-13,2,Controle,Aromair100,Fond,,0,0,,
014759,Heni,Menzah8,Heni Menzah8,2025,2025-02-13,2,Controle,Aromair100,Salle,,0,0,,
014759,Heni,Menzah8,Heni Menzah8,2025,2025-02-13,2,Recharge,Aromair100,Fond,,0,300,,
014902,716,CUN,716 CUN,2025,2025-01-24,1,Controle,Aromair100,WC,,271,0,,
014766,Strass,Menzah5,Strass Menzah5 Menzah5,2025,2025-02-14,2,Controle,Astree,ENTREE,,0,0,,
014766,Strass,Menzah5,Strass Menzah5 Menzah5,2025,2025-02-14,2,Recharge,Aromair100,entrée,,0,300,,
014903,Violette,Kram,Violette Kram,2025,2025-01-24,1,Controle,Iceburg,ENTREE,TB,0,0,,
014903,Violette,Kram,Violette Kram,2025,2025-01-24,1,Recharge,Iceburg,ENTREE,TB,0,300,,
014764,Geox,Geant,Geox Geant,2025,2025-02-14,2,Controle,Aromair100,ENTREE,,118,0,,
014846,Dr Adel Soukni,Marsa,Dr Adel Soukni  Marsa,2025,2025-01-24,1,Controle,Iceburg,Salle,TH,67,0,,
014846,Dr Adel Soukni,Marsa,Dr Adel Soukni  Marsa,2025,2025-01-24,1,Recharge,Iceburg,Salle,TH,0,300,,
014754,716,CUN,716 CUN,2025,2025-02-13,2,Controle,Iceburg,Accueil,,64,0,,
014906,Med Chakroun,Hammam Sousse,Med Chakroun Hammam Sousse,2025,2025-01-25,1,Controle,,Salle,TH,0,0,,
014906,Med Chakroun,Hammam Sousse,Med Chakroun Hammam Sousse,2025,2025-01-25,1,Recharge,,Salle,TH,0,300,,
014763,Spectra,Kram,Spectra  Kram,2025,2025-02-14,2,Controle,,,,0,0,LIV Zee 300 + 900ML RG DEMO FONCTIONNEMENT,
014905,716,CUN,716 CUN,2025,2025-01-24,1,Controle,Aromair100,ENTREE,,0,0,,
014905,716,CUN,716 CUN,2025,2025-01-24,1,Recharge,,,,0,300,,
014769,Boutique ETIKETTE,Hammamet,Boutique ETIKETTE Hammamet,2025,2025-02-15,2,Controle,Aromair100,,,0,0,,
014918,Slim Optic,Lac1,Slim Optic  Lac1,2025,2025-01-27,1,Controle,Iceburg,ENTREE,,59,0,,
014918,Slim Optic,Lac1,Slim Optic  Lac1,2025,2025-01-27,1,Controle,Iceburg,modem VIP,,173,0,,
014918,Slim Optic,Lac1,Slim Optic  Lac1,2025,2025-01-27,1,Controle,Iceburg,Fond,,79,0,,
014918,Slim Optic,Lac1,Slim Optic  Lac1,2025,2025-01-27,1,Controle,Iceburg,Modem,,43,0,,
014765,716,CUN,716 CUN,2025,2025-02-14,2,Controle,,,,0,0,,
014911,Villa Didon,Carthage,Villa Didon  Carthage,2025,2025-01-27,1,Controle,Zee600,Salle,,102,0,,
014911,Villa Didon,Carthage,Villa Didon  Carthage,2025,2025-01-27,1,Recharge,Zee600,Salle,,0,600,,
014773,Bernardo,Soukra,Bernardo  Soukra,2025,2025-02-10,2,Controle,Astree,ENTREE,,20,0,,
014909,Arena Gym,El Manar,Arena Gym El Manar,2025,2025-01-27,1,Controle,Aromair100,Accal,,194,0,,
014761,Club NA,Gammarth,Club NA  Gammarth,2025,2025-02-11,2,Controle,Zee300,ENTREE,,0,0,,
014761,Club NA,Gammarth,Club NA  Gammarth,2025,2025-02-11,2,Controle,Aromair100,WCF,,76,0,,
014761,Club NA,Gammarth,Club NA  Gammarth,2025,2025-02-11,2,Controle,Aromair100,WCH,,55,0,,
014761,Club NA,Gammarth,Club NA  Gammarth,2025,2025-02-11,2,Recharge,Zee300,ENTREE,,0,300,,
014761,Club NA,Gammarth,Club NA  Gammarth,2025,2025-02-11,2,Recharge,Aromair100,WCF,,0,300,,
014761,Club NA,Gammarth,Club NA  Gammarth,2025,2025-02-11,2,Recharge,Aromair100,WCH,,0,300,,
014904,716,Lac2,716 Lac2,2025,2025-01-24,1,Controle,Aromair100,WC,LINA (L),0,0,,
014904,716,Lac2,716 Lac2,2025,2025-01-24,1,Recharge,Aromair100,WC,LINA (L),0,300,,
014772,Ambiance D'Autrefois,Sousse,Ambiance D'Autrefois Sousse,2025,2025-02-17,2,Controle,,,,0,0,,
014772,Ambiance D'Autrefois,Sousse,Ambiance D'Autrefois Sousse,2025,2025-02-17,2,Controle,,,,0,0,,
014907,Strass,Menzah5,Strass Menzah5 Menzah5,2025,2025-01-17,1,Controle,Aromair100,ENTREE,,63,0,,
014907,Strass,Menzah5,Strass Menzah5 Menzah5,2025,2025-01-17,1,Recharge,Aromair100,entrée,,0,150,,
014771,Dr Soussi,Ain Zaghouen Nord,Dr Soussi  Ain Zaghouen Nord,2025,2025-02-15,2,Controle,,Salon,,0,0,,
014771,Dr Soussi,Ain Zaghouen Nord,Dr Soussi  Ain Zaghouen Nord,2025,2025-02-15,2,Recharge,,Salon,,0,300,,
014774,Bernardo,Soukra,Bernardo  Soukra,2025,2025-02-17,2,Controle,Astree,ACCAL,,20,0,,
014774,Bernardo,Soukra,Bernardo  Soukra,2025,2025-02-17,2,Recharge,Astree,ACCAL,,0,300,,
014778,Marck Olivier,Soukra,Marck Olivier  Soukra,2025,2025-02-17,2,Controle,Astree,Fond,,0,0,,
014778,Marck Olivier,Soukra,Marck Olivier  Soukra,2025,2025-02-17,2,Recharge,Astree,Fond,,0,300,,
014760,Le Golf,Marsa,Le Golf  Marsa,2025,2025-02-10,2,Controle,Aromair100,WCF,,0,0,,
014760,Le Golf,Marsa,Le Golf  Marsa,2025,2025-02-10,2,Controle,Aromair100,WCH,,0,0,,
014760,Le Golf,Marsa,Le Golf  Marsa,2025,2025-02-10,2,Recharge,Aromair100,WCF,,0,50,,
014760,Le Golf,Marsa,Le Golf  Marsa,2025,2025-02-10,2,Recharge,Aromair100,WCH,,0,50,,
014768,Tuniscount,Soukra,Tuniscount Soukra,2025,2025-02-15,2,Controle,Astree,RDC,,39,0,,
014768,Tuniscount,Soukra,Tuniscount Soukra,2025,2025-02-15,2,Recharge,Astree,RDC,,0,300,,
014848,Dr Hamdi Golf,Gammarth,Dr Hamdi Golf Gammarth,2025,2025-01-24,1,Controle,Astree,VILLA,JB,0,0,,
014848,Dr Hamdi Golf,Gammarth,Dr Hamdi Golf Gammarth,2025,2025-01-24,1,Recharge,,Salon,LINA (L),0,300,,
014770,Slim Optic,Lac1,Slim Optic  Lac1,2025,2025-02-15,2,Controle,Iceburg,ENTREE,,14,0,,
014770,Slim Optic,Lac1,Slim Optic  Lac1,2025,2025-02-15,2,Controle,Iceburg,Fond,,75,0,,
014770,Slim Optic,Lac1,Slim Optic  Lac1,2025,2025-02-15,2,Controle,Iceburg,Fond,,43,0,,
014770,Slim Optic,Lac1,Slim Optic  Lac1,2025,2025-02-15,2,Recharge,Iceburg,ENTREE,,0,300,,
014841,Mall of Sousse,Sousse,Mall of Sousse  Sousse,2025,2025-01-23,1,Controle,Aromair100,ENTREE,FE3,0,0,,
014841,Mall of Sousse,Sousse,Mall of Sousse  Sousse,2025,2025-01-23,1,Controle,Astree,Admin,TH,0,0,,
014841,Mall of Sousse,Sousse,Mall of Sousse  Sousse,2025,2025-01-23,1,Controle,,WC B,LINA (L),0,0,,
014841,Mall of Sousse,Sousse,Mall of Sousse  Sousse,2025,2025-01-23,1,Controle,,WC B,LINA (L),0,0,,
014841,Mall of Sousse,Sousse,Mall of Sousse  Sousse,2025,2025-01-23,1,Controle,,HALL B,RG,0,0,,
014841,Mall of Sousse,Sousse,Mall of Sousse  Sousse,2025,2025-01-23,1,Controle,,HALL B,RG,0,0,,
014841,Mall of Sousse,Sousse,Mall of Sousse  Sousse,2025,2025-01-23,1,Recharge,Aromair100,ENTREE,FE3,0,300,,
014841,Mall of Sousse,Sousse,Mall of Sousse  Sousse,2025,2025-01-23,1,Recharge,Astree,Admin,TH,0,300,,
014841,Mall of Sousse,Sousse,Mall of Sousse  Sousse,2025,2025-01-23,1,Recharge,,WC B,LINA (L),0,300,,
014841,Mall of Sousse,Sousse,Mall of Sousse  Sousse,2025,2025-01-23,1,Recharge,,WC B,LINA (L),0,300,,
014841,Mall of Sousse,Sousse,Mall of Sousse  Sousse,2025,2025-01-23,1,Recharge,,HALL B,RG,0,300,,
014841,Mall of Sousse,Sousse,Mall of Sousse  Sousse,2025,2025-01-23,1,Recharge,,HALL B,RG,0,300,,
014767,Khaled Lagha,Hammamet,Khaled Lagha  Hammamet,2025,2025-02-10,2,Controle,Astree,Salon,RG,156,0,,
014767,Khaled Lagha,Hammamet,Khaled Lagha  Hammamet,2025,2025-02-10,2,Recharge,Astree,Salon,RG,0,300,,
014919,Halo Clinique,Menzah9,Halo Clinique  Menzah9,2025,2025-01-31,1,Controle,Aromair100,ENTREE,FE3,109,0,,
014794,Ceram,Mnihla,Ceram  Mnihla,2025,2025-01-31,1,Controle,Zee300,ENTREE,TH,92,0,,
014794,Ceram,Mnihla,Ceram  Mnihla,2025,2025-01-31,1,Recharge,,Salon,TH,0,600,,
014935,Villa Misk,Sidi Bou Said,Villa Misk  Sidi Bou Said,2025,2025-01-31,1,Controle,Astree,Salon,,59,0,,
014935,Villa Misk,Sidi Bou Said,Villa Misk  Sidi Bou Said,2025,2025-01-31,1,Recharge,Astree,Salon,,0,300,,
014923,Dar Said,Sidi Bou Said,Dar Said  Sidi Bou Said,2025,2025-01-30,1,Controle,Iceburg,Salon,,179,0,,
014924,The Blue,Megrine,The Blue  Megrine,2025,2025-01-30,1,Controle,Aromair100,"""-1""",,25,0,,
014924,The Blue,Megrine,The Blue  Megrine,2025,2025-01-30,1,Controle,Aromair100,WC,,0,0,,
014924,The Blue,Megrine,The Blue  Megrine,2025,2025-01-30,1,Controle,Zee600,ENTREE,,0,0,,
014924,The Blue,Megrine,The Blue  Megrine,2025,2025-01-30,1,Recharge,Aromair100,"""-1""",,0,300,,
014924,The Blue,Megrine,The Blue  Megrine,2025,2025-01-30,1,Recharge,Aromair100,WC,,0,0,,
014924,The Blue,Megrine,The Blue  Megrine,2025,2025-01-30,1,Recharge,Zee300,Entrée,,0,0,,
014936,Polyclinique Les Jasmins,CUN,Polyclinique Les Jasmins  CUN,2025,2025-01-31,1,Controle,Astree,ENTREE,,0,0,,
014936,Polyclinique Les Jasmins,CUN,Polyclinique Les Jasmins  CUN,2025,2025-01-31,1,Recharge,Astree,ENTREE,,0,300,,
014912,Meuble Karray,Soukra,Meuble Karray Soukra,2025,2025-01-28,1,Controle,Astree,RDC,,40,0,,
014912,Meuble Karray,Soukra,Meuble Karray Soukra,2025,2025-01-28,1,Controle,Astree,1er,,210,0,,
014912,Meuble Karray,Soukra,Meuble Karray Soukra,2025,2025-01-28,1,Controle,Astree,2ème,,87,0,,
014922,Machewi 5 Etoiles,Mnihla,Machewi 5 Etoiles Mnihla,2025,2025-01-29,1,Controle,Zee300,entrée Prkg,,0,0,,
014922,Machewi 5 Etoiles,Mnihla,Machewi 5 Etoiles Mnihla,2025,2025-01-29,1,Controle,Zee300,entrée Priciple,,0,0,,
014922,Machewi 5 Etoiles,Mnihla,Machewi 5 Etoiles Mnihla,2025,2025-01-29,1,Controle,Zee300,entrée fond,,0,0,,
014922,Machewi 5 Etoiles,Mnihla,Machewi 5 Etoiles Mnihla,2025,2025-01-29,1,Controle,Zee300,entrée vitrine,,0,0,,
014922,Machewi 5 Etoiles,Mnihla,Machewi 5 Etoiles Mnihla,2025,2025-01-29,1,Recharge,Zee300,entrée Prkg,,0,500,,
014922,Machewi 5 Etoiles,Mnihla,Machewi 5 Etoiles Mnihla,2025,2025-01-29,1,Recharge,Zee300,entrée Priciple,,0,500,,
014922,Machewi 5 Etoiles,Mnihla,Machewi 5 Etoiles Mnihla,2025,2025-01-29,1,Recharge,Zee300,entrée fond,,0,500,,
014922,Machewi 5 Etoiles,Mnihla,Machewi 5 Etoiles Mnihla,2025,2025-01-29,1,Recharge,Zee300,entrée vitrine,,0,500,,
014913,Diesel Mall,Lac2,Diesel Mall Lac2,2025,2025-01-28,1,Controle,Aromair100,Salle,TH,166,0,,
014913,Diesel Mall,Lac2,Diesel Mall Lac2,2025,2025-01-28,1,Recharge,Aromair100,Salle,,0,0,,
014908,Zitouna Takaful,Lac3,Zitouna Takaful  Lac3,2025,2025-01-29,1,Controle,Iceburg,bureau,,164,0,,
014908,Zitouna Takaful,Lac3,Zitouna Takaful  Lac3,2025,2025-01-29,1,Recharge,,,,0,300,,
014938,Seat,Charguia,Seat  Charguia,2025,2025-01-31,1,Controle,Zee300,ENTREE,,0,0,,
014938,Seat,Charguia,Seat  Charguia,2025,2025-01-31,1,Recharge,Zee300,ENTREE,,0,300,,
014925,Groupe Mokni,Megrine,Groupe Mokni  Megrine,2025,2025-01-30,1,Controle,Astree,"""-1""",,153,0,,
014925,Groupe Mokni,Megrine,Groupe Mokni  Megrine,2025,2025-01-30,1,Controle,Iceburg,PDS,TH,197,0,,
014929,City Desk,Soukra,City Desk  Soukra,2025,2025-01-30,1,Controle,Aromair100,ENTREE,,80,0,,
014929,City Desk,Soukra,City Desk  Soukra,2025,2025-01-30,1,Recharge,Aromair100,ENTREE,,0,300,,
014928,Asteel Flash,Soukra,Asteel Flash Soukra,2025,2025-01-30,1,Controle,,Bureau,FE3,6,0,,
014928,Asteel Flash,Soukra,Asteel Flash Soukra,2025,2025-01-30,1,Controle,Zee300,RDC,,180,0,,
014928,Asteel Flash,Soukra,Asteel Flash Soukra,2025,2025-01-30,1,Controle,Aromair100,B1+1,,46,0,,
014928,Asteel Flash,Soukra,Asteel Flash Soukra,2025,2025-01-30,1,Controle,,B2+1,,0,0,,
014928,Asteel Flash,Soukra,Asteel Flash Soukra,2025,2025-01-30,1,Controle,,RDC,,0,0,,
014928,Asteel Flash,Soukra,Asteel Flash Soukra,2025,2025-01-30,1,Controle,Aromair100,B3+1,,0,0,,
014928,Asteel Flash,Soukra,Asteel Flash Soukra,2025,2025-01-30,1,Controle,,B2 USI 2,,30,0,,
014921,Maison Porshe,Kram,Maison Porshe Kram,2025,2025-01-29,1,Controle,Zee300,entrée Droite,RG,0,0,,
014921,Maison Porshe,Kram,Maison Porshe Kram,2025,2025-01-29,1,Recharge,Zee300,entrée Droite,RG,0,300,,
014916,Kube,Lac2,Kube  Lac2,2025,2025-01-28,1,Controle,,,,0,0,Recup mation deux diffiseurs,
014917,Spectra,Kram,Spectra  Kram,2025,2025-01-28,1,Controle,Astree,Sous Sol,,0,0,,
014917,Spectra,Kram,Spectra  Kram,2025,2025-01-28,1,Recharge,,,,0,300,,
014930,Palma,Soukra,Palma  Soukra,2025,2025-01-30,1,Controle,Astree,ENTREE,OB,291,0,,
014930,Palma,Soukra,Palma  Soukra,2025,2025-01-30,1,Controle,Astree,"""-1""",OB,23,0,,
014926,716,CUN,716 CUN,2025,2025-01-20,1,Controle,Zee300,ENTREE,FM,0,0,,
014926,716,CUN,716 CUN,2025,2025-01-20,1,Recharge,Zee300,Entree,FM,0,300,,
014937,716,CUN,716 CUN,2025,2025-01-31,1,Controle,Zee300,ENTREE,,32,0,,
014937,716,CUN,716 CUN,2025,2025-01-31,1,Recharge,Zee300,Entree,,0,300,,
014775,JC,Menzah5,JC  Menzah5,2025,2025-02-17,2,Controle,Astree,Fond,,0,0,,
014775,JC,Menzah5,JC  Menzah5,2025,2025-02-17,2,Recharge,Astree,Fond,,0,300,,
014776,Enzo,Menzah5,Enzo  Menzah5,2025,2025-02-17,2,Controle,Astree,VIP,RG,120,0,,
014779,Zitouna Bank,Kram,Zitouna Bank  Kram,2025,2025-02-18,2,Controle,Astree,S. COMMUN,RG,143,0,,
014779,Zitouna Bank,Kram,Zitouna Bank  Kram,2025,2025-02-18,2,Controle,Astree,DG,RG,0,0,,
014787,Dr Adel Soukni,Marsa,Dr Adel Soukni Marsa,2025,2025-02-19,2,Controle,,,,0,0,,
014788,Little Asia,GP9,Little Asia  GP9,2025,2025-02-19,2,Controle,Aromair100,ENTREE,,118,0,,
014777,716,CUN,716 CUN,2025,2025-02-17,2,Controle,Zee600,Gauche,FM,549,0,,
014777,716,CUN,716 CUN,2025,2025-02-17,2,Controle,Zee600,Droite,FM,288,0,,
014777,716,CUN,716 CUN,2025,2025-02-17,2,Controle,Aromair100,WC,,59,0,,
014777,716,CUN,716 CUN,2025,2025-02-17,2,Controle,Astree,Salon,,10,0,,
014780,Movenpick,Lac1,Movenpick Lac1,2025,2025-02-17,2,Controle,Astree,BUREAU,,62,0,,
014780,Movenpick,Lac1,Movenpick Lac1,2025,2025-02-17,2,Controle,Astree,ENTREE(D),,54,0,,
014780,Movenpick,Lac1,Movenpick Lac1,2025,2025-02-17,2,Controle,,ENTREE,,0,0,,
014783,Dr Fodha,Lac2,Dr Fodha  Lac2,2025,2025-02-18,2,Controle,Aromair100,Salon,RG,6,0,,
014914,Armani Mall,Lac2,Armani Mall Lac2,2025,2025-01-28,1,Controle,Aromair100,Salle,,154,0,,
014782,Dr Molka Sallemi,Jardins Carthage,Dr Molka Sallemi  Jardin Carthage,2025,2025-02-18,2,Controle,Astree,SALLE,LINA (L),124,0,,
014795,Dr Fodha,Lac2,Dr Fodha  Lac2,2025,2025-02-20,2,Controle,Aromair100,Salle,RG,0,0,,
014795,Dr Fodha,Lac2,Dr Fodha  Lac2,2025,2025-02-20,2,Recharge,Aromair100,Salle,,0,300,,
014792,Radisson Blu,Tunis,Radisson Blu  Tunis,2025,2025-02-20,2,Controle,Astree,BILDRA,,14,0,,
014792,Radisson Blu,Tunis,Radisson Blu  Tunis,2025,2025-02-20,2,Recharge,,SPA,,0,300,,
014786,Dar Zarrouk,Sidi Bou Said,Dar Zarrouk  Sidi Bou Said,2025,2025-02-19,2,Controle,,ENTREE,JB,0,0,,
014786,Dar Zarrouk,Sidi Bou Said,Dar Zarrouk  Sidi Bou Said,2025,2025-02-19,2,Recharge,,ENTREE,JB,0,300,,
014790,HG Ykone,Lac1,HG Ykone Lac1,2025,2025-02-19,2,Controle,Aromair100,Salon,RG,297,0,,
014790,HG Ykone,Lac1,HG Ykone Lac1,2025,2025-02-19,2,Recharge,Aromair100,Salon,RG,0,300,,
014789,Ooredoo,Lac2,Ooredoo  Lac2,2025,2025-02-19,2,Controle,Zee300,2L,,102,0,,
014789,Ooredoo,Lac2,Ooredoo  Lac2,2025,2025-02-19,2,Controle,Zee300,2L,,102,0,,
014789,Ooredoo,Lac2,Ooredoo  Lac2,2025,2025-02-19,2,Controle,Zee300,2L,,35,0,,
014789,Ooredoo,Lac2,Ooredoo  Lac2,2025,2025-02-19,2,Recharge,Zee300,2L,,0,300,,
014789,Ooredoo,Lac2,Ooredoo  Lac2,2025,2025-02-19,2,Recharge,Zee300,2L,,0,300,,
014789,Ooredoo,Lac2,Ooredoo  Lac2,2025,2025-02-19,2,Recharge,Zee300,2L,,0,300,,
014781,Movenpick,Lac1,Movenpick Lac1,2025,2025-02-19,2,Recharge,,ENTREE,,0,300,,
014781,Movenpick,Lac1,Movenpick Lac1,2025,2025-02-19,2,Recharge,Zee600,SPA,,0,300,,
014781,Movenpick,Lac1,Movenpick Lac1,2025,2025-02-19,2,Recharge,Zee600,SPA,,0,300,,
014785,Tuniscount,Soukra,Tuniscount  Soukra,2025,,,Controle,,,,0,0,,
014793,Ceram Home,GP9,Ceram Home  GP9,2025,2025-02-27,2,Controle,Zee300,Salon,TH,92,0,,
014793,Ceram Home,GP9,Ceram Home  GP9,2025,2025-02-27,2,Recharge,Zee300,Salon,TH,0,620,,
014920,Meubles Frikha,Kram,Meubles Frikha Kram,2025,2025-01-27,1,Controle,Tour,STAND,,0,0,,
014920,Meubles Frikha,Kram,Meubles Frikha Kram,2025,2025-01-27,1,Recharge,Tour,STAND,,0,300,,
015003,Le Sportif,Soukra,Le Sportif  Soukra,2025,2025-02-02,2,Controle,Aromair100,ENTREE,RG,68,0,,
015003,Le Sportif,Soukra,Le Sportif  Soukra,2025,2025-02-02,2,Recharge,Zee600,Entree,RG,0,300,,
014791,Enzo,Menzah6,Enzo Menzah6,2025,2025-02-07,2,Controle,Aromair100,ENTREE,FE3,0,0,,
014791,Enzo,Menzah6,Enzo Menzah6,2025,2025-02-07,2,Controle,Aromair100,étage,FE3,0,0,,
014791,Enzo,Menzah6,Enzo Menzah6,2025,2025-02-07,2,Recharge,Aromair100,ENTREE,FE3,0,300,,
014791,Enzo,Menzah6,Enzo Menzah6,2025,2025-02-07,2,Recharge,Aromair100,étage,FE3,0,300,,
015011,Ligne roset,Marsa,Ligne roset Marsa,2025,2025-02-25,2,Controle,Astree,Salon,,0,0,,
014799,Padel Connection,Ariana,Padel Connection Ariana,2025,2025-02-27,2,Controle,,ENTREE,,283,0,,
014799,Padel Connection,Ariana,Padel Connection Ariana,2025,2025-02-27,2,Controle,Aromair100,Fond,,147,0,,
014800,716,CUN,716 CUN,2025,2025-02-28,2,Recharge,,,,0,300,,
014798,Equipement Concept,Soukra,Equipement Concept Soukra,2025,2025-02-01,2,Controle,Astree,RDC,RG,12,0,,
014798,Equipement Concept,Soukra,Equipement Concept Soukra,2025,2025-02-01,2,Controle,Astree,1er,RG,0,0,,
014798,Equipement Concept,Soukra,Equipement Concept Soukra,2025,2025-02-01,2,Recharge,,ENTREE,,0,300,,
014798,Equipement Concept,Soukra,Equipement Concept Soukra,2025,2025-02-01,2,Recharge,,ENTREE,,0,300,,
015020,Dr Fodha,Lac2,Dr Fodha  Lac2,2025,2025-02-07,2,Controle,,,,0,0,,
015009,Energy Car,Menzah6,Energy Car  Menzah6,2025,2025-02-28,2,Controle,Astree,Salle,TH,0,0,,
015012,Dorra Architecte,Marsa,Dorra Architecte  Marsa,2025,2025-02-27,2,Controle,Astree,Bureau,,0,0,,
015012,Dorra Architecte,Marsa,Dorra Architecte  Marsa,2025,2025-02-27,2,Recharge,Astree,Bureau,,0,300,,
015004,Tuniscount,Soukra,Tuniscount Soukra,2025,,,Controle,,,,0,0,,
015004,Tuniscount,Soukra,Tuniscount Soukra,2025,,,Controle,,,,0,0,,
015013,Ceram Home,GP9,Ceram Home  GP9,2025,2025-02-25,2,Controle,Astree,,,0,0,,
015017,Boumiza Square,Sousse,Boumiza Square  Sousse,2025,2025-02-26,2,Controle,Zee600,Salon,,0,0,,
015017,Boumiza Square,Sousse,Boumiza Square  Sousse,2025,2025-02-26,2,Controle,Aromair100,WC,,0,0,,
015017,Boumiza Square,Sousse,Boumiza Square  Sousse,2025,2025-02-26,2,Recharge,Aromair100,WC,,0,600,,
015017,Boumiza Square,Sousse,Boumiza Square  Sousse,2025,2025-02-26,2,Recharge,Aromair100,WC,,0,300,,
015002,AF Collection,Soukra,AF Collection  Soukra,2025,2025-02-28,2,Controle,Astree,ENTREE,RG,79,0,,
015001,Saveurs de Carthage,Jardins Carthage,Saveurs de Carthage  Jardin Carthage,2025,2025-02-28,2,Controle,Zephyr,Entree,,155,0,,
015010,City Loft,Soukra,City Loft Soukra,2025,2025-02-25,2,Controle,Aromair100,RDC,,81,0,,
015010,City Loft,Soukra,City Loft Soukra,2025,2025-02-25,2,Controle,Aromair100,1er,,0,0,,
015014,Mall of Sousse,Sousse,Mall of Sousse  Sousse,2025,2025-02-26,2,Controle,Aromair100,reception,RG,176,0,,
015014,Mall of Sousse,Sousse,Mall of Sousse  Sousse,2025,2025-02-26,2,Controle,Astree,CANTIN,,193,0,,
015014,Mall of Sousse,Sousse,Mall of Sousse  Sousse,2025,2025-02-26,2,Controle,,HALL B,LINA (L),60,0,,
015014,Mall of Sousse,Sousse,Mall of Sousse  Sousse,2025,2025-02-26,2,Controle,,WC B,LINA (L),15,0,,
015014,Mall of Sousse,Sousse,Mall of Sousse  Sousse,2025,2025-02-26,2,Controle,,WCF,LINA (L),0,0,,
015014,Mall of Sousse,Sousse,Mall of Sousse  Sousse,2025,2025-02-26,2,Controle,,RDC,RG,0,0,,
015014,Mall of Sousse,Sousse,Mall of Sousse  Sousse,2025,2025-02-26,2,Recharge,,RG,,0,300,,
015014,Mall of Sousse,Sousse,Mall of Sousse  Sousse,2025,2025-02-26,2,Recharge,,RG,,0,300,,
015014,Mall of Sousse,Sousse,Mall of Sousse  Sousse,2025,2025-02-26,2,Recharge,,LINA,,0,300,,
015014,Mall of Sousse,Sousse,Mall of Sousse  Sousse,2025,2025-02-26,2,Recharge,,LINA,,0,300,,
015014,Mall of Sousse,Sousse,Mall of Sousse  Sousse,2025,2025-02-26,2,Recharge,,RG,,0,300,,
015015,Mall of Sousse,Sousse,Mall of Sousse  Sousse,2025,2025-02-26,2,Controle,Aromair100,ENTREE,LINA (L),0,0,,
015015,Mall of Sousse,Sousse,Mall of Sousse  Sousse,2025,2025-02-26,2,Controle,Aromair100,WC,LINA (L),0,0,,
015015,Mall of Sousse,Sousse,Mall of Sousse  Sousse,2025,2025-02-26,2,Controle,Aromair100,WC,RG,0,0,,
015015,Mall of Sousse,Sousse,Mall of Sousse  Sousse,2025,2025-02-26,2,Controle,,WCF,LINA (L),0,0,,
015015,Mall of Sousse,Sousse,Mall of Sousse  Sousse,2025,2025-02-26,2,Controle,,WCH,LINA (L),0,0,,
015015,Mall of Sousse,Sousse,Mall of Sousse  Sousse,2025,2025-02-26,2,Controle,,B.R.,TH,0,0,,
015015,Mall of Sousse,Sousse,Mall of Sousse  Sousse,2025,2025-02-26,2,Recharge,Aromair100,ENTREE,,0,300,,
