fiche_no,client_matched,adresse_matched,date_heure,technicien,source,model_matched,emplacement,parfum_extracted,qte_restante,qte_livree
017116,Tuniscount ,Soukra,06/05/26,Houssem,Controle,Astree,RDC,FE2,123,0
017116,Tuniscount ,Soukra,06/05/26,Houssem,Controle,Astree,+1,FE2,264,0
017117,Plac'Art,Soukra,07/05/26,Houssem,Controle,Astree,Entrée,FE2,37,0
017117,Plac'Art,Soukra,07/05/26,Houssem,Recharge,Astree,Entrée,Rose d'or,0,300
017118,Timsoft Group,Lac1,07/05/26,Houssem,Recharge,Aromair150,Reception,F.The,0,300
017118,Timsoft Group,Lac1,07/05/26,Houssem,Recharge,Aromair150,+3,F.The,0,300
017118,Timsoft Group,Lac1,07/05/26,Houssem,Recharge,Aromair150,+3 au fond,F.The,0,300
017119,JL Invest ,Lac2,07/05/26,Houssem,Controle,Astree,Entrée,RG,0,0
017119,JL Invest ,Lac2,07/05/26,Houssem,Controle,Astree,S. Reunion,RG,25,0
017119,JL Invest ,Lac2,07/05/26,Houssem,Controle,Astree,B. Directeur,RG,44,0
017121,Spectra ,Lac3,07/05/26,Houssem,Controle,Astree,Entrée,F.The,130,0
017121,Spectra ,Lac3,07/05/26,Houssem,Controle,Astree,+2,F.The,60,0
017121,Spectra ,Lac3,07/05/26,Houssem,Controle,Iceburg,-1,RG,0,0
017121,Spectra ,Lac3,07/05/26,Houssem,Recharge,Zee300,B. Directeur,F.The,0,null
017122,716,CUN,07/05/26,Houssem,Controle,Astree,au fond,Jasmin,158,0
017122,716,CUN,07/05/26,Houssem,Controle,Aromair150,WC,null,0,0
017122,716,CUN,07/05/26,Houssem,Controle,Zee300,Entrée D,Jasmin,0,0
017122,716,CUN,07/05/26,Houssem,Controle,Zee600,Entrée G,Jasmin,205,0
017123,Maison Mariem,Chatt Mariem Sousse,08/05/26,Houssem,Controle,Astree,Entrée,FE3,0,0
017123,Maison Mariem,Chatt Mariem Sousse,08/05/26,Houssem,Recharge,Astree,Entrée,Bloom the,0,300
017124,Clinique Dial,Sousse,08/05/26,Houssem,Controle,Astree,Entrée,NR,65,0
017124,Clinique Dial,Sousse,08/05/26,Houssem,Recharge,Astree,Entrée,Bloom the,0,300
017125,Hotel Kuriat ,Monastir,08/05/26,Houssem,Controle,Note: Livraison 4 Recharge 300ml illusion,null,null,0,0
017126,Paris-Tunis,Lac2,09/05/26,Houssem,Controle,Note: Livraison Diffuseur Astree Noir CPN,null,null,0,0
017126,Paris-Tunis,Lac2,09/05/26,Houssem,Recharge,Astree,Entrée,RG,0,200
017127,Geliamo,Marsa,09/05/26,Houssem,Controle,Aromair150,Entrée,Design,0,0
017127,Geliamo,Marsa,09/05/26,Houssem,Recharge,Aromair150,Entrée,Design,0,300
017128,716,Menzah6,09/05/26,Houssem,Controle,Aromair100,WCH,E. Jasmin,0,0
017128,716,Menzah6,09/05/26,Houssem,Controle,Aromair100,WCF,E. Jasmin,0,0
017128,716,Menzah6,09/05/26,Houssem,Recharge,Aromair100,WCH,E. Jasmin,0,300
017128,716,Menzah6,09/05/26,Houssem,Recharge,Aromair100,WCF,E. Jasmin,0,300
017129,Equipement Concept ,Soukra,09/05/26,Houssem,Recharge,Astree,RDC,RG,0,300
017131,Pharmacie Sadri ,Lac2,11/05/26,Houssem,Controle,Zee300,Entrée,RG,25,0
017131,Pharmacie Sadri ,Lac2,11/05/26,Houssem,Recharge,Zee300,Entrée,RG,0,300
017133,Artige ,Lac1,11/05/26,Houssem,Controle,Aromair100,Entrée,FE2,55,0
017133,Artige ,Lac1,11/05/26,Houssem,Recharge,Aromair100,Entrée,FE2,0,250
017134,Hotel Laico,Tunis,11/05/26,Houssem,Controle,Astree,RDC SPA,Neroli,32,0
017134,Hotel Laico,Tunis,11/05/26,Houssem,Controle,Astree,+1 SPA,Neroli,27,0
017134,Hotel Laico,Tunis,11/05/26,Houssem,Recharge,Astree,RDC SPA,Neroli,0,300
017134,Hotel Laico,Tunis,11/05/26,Houssem,Recharge,Astree,+1 SPA,Neroli,0,300
017136,Dar Zarrouk ,Sidi Bou Said,11/05/26,Houssem,Controle,Zee300,Boutique,Cuir S,122,0
017136,Dar Zarrouk ,Sidi Bou Said,11/05/26,Houssem,Recharge,Zee300,Boutique,Cuir S,0,180
017137,Love Yourself,Lac2,11/05/26,Houssem,Controle,Aromair100,RDC,COCO,75,0
017137,Love Yourself,Lac2,11/05/26,Houssem,Controle,Aromair100,1er Etage,Natural green,0,0
017138,Arena Gym ,Soukra,12/05/26,Houssem,Controle,Zee300,Entrée,MELANGE,30,0
017138,Arena Gym ,Soukra,12/05/26,Houssem,Recharge,Zee300,Entree,MELANGE,0,300
017139,Tony Nasr,GP9,12/05/26,Houssem,Controle,Aromair100,Entrée,Rose Noire,237,0
017140,Lake Tower ,Lac2,12/05/26,Houssem,Recharge,Iceburg,Entrée,Bloom the,0,300
017141,Clinique Kaynos,Lac2,12/05/26,Houssem,Controle,Astree,RDC,FE3,169,0
017141,Clinique Kaynos,Lac2,12/05/26,Houssem,Controle,Astree,+1,FE3,117,0
017142,Finopti TN ,Charguia,12/05/26,Houssem,Controle,Aromair150,+3 Entree,TH,184,0
017142,Finopti TN ,Charguia,12/05/26,Houssem,Controle,Aromair150,au fond,TH,135,0
017142,Finopti TN ,Charguia,12/05/26,Houssem,Controle,Aromair150,+2 Entree,TH,290,0
017142,Finopti TN ,Charguia,12/05/26,Houssem,Controle,Aromair150,+2 au fond,TH,200,0
017142,Finopti TN ,Charguia,12/05/26,Houssem,Controle,Aromair150,+1 Entree,TH,157,0
017142,Finopti TN ,Charguia,12/05/26,Houssem,Controle,Aromair150,+1 au fond,TH,200,0
017142,Finopti TN ,Charguia,12/05/26,Houssem,Recharge,Aromair150,Toutes zones,TH,0,615
017152,Machewi 5 Etoiles ,Mnihla,12/05/26,Houssem,Recharge,Zee300,Boutique,B. the,0,500
017153,Hotel Dar Marsa ,Marsa,13/05/26,Houssem,Controle,Zee300,Reception,Jasmin E,230,0
017153,Hotel Dar Marsa ,Marsa,13/05/26,Houssem,Recharge,Zee300,Reception,Jasmin E,0,500
017154,Slim Optic ,Lac1,13/05/26,Houssem,Controle,Astree,Entree,P-C,0,0
017154,Slim Optic ,Lac1,13/05/26,Houssem,Controle,Astree,au fond,TH,0,0
017154,Slim Optic ,Lac1,13/05/26,Houssem,Recharge,Astree,Entree,MELANGE,0,300
017154,Slim Optic ,Lac1,13/05/26,Houssem,Recharge,Astree,au fond,MELANGE,0,300
017155,Alia Megdiche ,Lac2,13/05/26,Houssem,Controle,Aromair100,Entrée,RG,0,0
017155,Alia Megdiche ,Lac2,13/05/26,Houssem,Recharge,Aromair100,Entree,RG,0,300
017156,Maison Mr Ansi Cipalin,Jardins Carthage,13/05/26,Houssem,Controle,Note: livraison Zee300 Noir + Rose de sable,null,null,0,0
017156,Maison Mr Ansi Cipalin,Jardins Carthage,13/05/26,Houssem,Recharge,Zee300,Salon,Rose Sable,0,220
017156,Maison Mr Ansi Cipalin,Jardins Carthage,13/05/26,Houssem,Recharge,Astree,+2,ambre solaire,0,300
017157,AFA Centre ,Menzah4,13/05/26,Houssem,Controle,Astree,Entrée,FE2,0,0
017157,AFA Centre ,Menzah4,13/05/26,Houssem,Recharge,Astree,Entrée,Rose Marine,0,300
017158,Hotel Majestic,Tunis,13/05/26,Houssem,Controle,Astree,Reception,Jasmin E,0,0
017158,Hotel Majestic,Tunis,13/05/26,Houssem,Controle,Zee300,+1,null,80,0
017159,Barista's ,Aouina,13/05/26,Houssem,Controle,Aromair100,WC,Peace,126,0
017160,Padel ,Borj Louzir,14/05/26,Houssem,Controle,Zee600,Entree,Peace,359,0
017160,Padel ,Borj Louzir,14/05/26,Houssem,Controle,Aromair100,WC Femme,Peace,null,0
017160,Padel ,Borj Louzir,14/05/26,Houssem,Controle,Aromair100,WC Homme,Peace,226,0
017160,Padel ,Borj Louzir,14/05/26,Houssem,Recharge,Zee600,null,Lumiere d'Ali,0,247
017160,Padel ,Borj Louzir,14/05/26,Houssem,Recharge,Aromair100,SN,Poire d'orient,0,300
017160,Padel ,Borj Louzir,14/05/26,Houssem,Recharge,Aromair100,SN,Poire d'orient,0,300
017161,Ooredoo ,Charguia,14/05/26,Houssem,Controle,Zee300,Reception,Cuir Sauvage,180,0
017161,Ooredoo ,Charguia,14/05/26,Houssem,Controle,Aromair100,2e au fond,TB,210,0
017161,Ooredoo ,Charguia,14/05/26,Houssem,Controle,Zephyr,2e etage,FE2,154,0
017162,716,CUN,14/05/26,Houssem,Controle,Aromair150,WC,Rose Marine,12,0
017162,716,CUN,14/05/26,Houssem,Controle,Zee300,Entrée,Jasmin Citron,0,0
017162,716,CUN,14/05/26,Houssem,Recharge,Aromair150,WC,Rose Marine,0,300
017162,716,CUN,14/05/26,Houssem,Recharge,Zee300,Entrée,Jasmin Citron,0,300
017163,Barista's ,Carthage Dermech,14/05/26,Houssem,Controle,Aromair100,Entree,Ondee Parfume,50,0
017163,Barista's ,Carthage Dermech,14/05/26,Houssem,Recharge,Aromair100,Entree,Ondee Parfume,0,300
017166,Da Pietro ,Jardin d'El Menzah,14/05/26,Houssem,Controle,Aromair100,Comptoir,Cuir Sauvage,91,0
017166,Da Pietro ,Jardin d'El Menzah,14/05/26,Houssem,Controle,Aromair100,Entree,Cuir Sauvage,0,0
017167,Kantaoui Bey ,Sousse,15/05/26,Houssem,Recharge,Zee600,Reception,Linge Frais,0,1000
017168,Hotel Majestic,Tunis,15/05/26,Houssem,Controle,Note: Livraison 4 Spray FN,null,null,0,0
017169,Hotel Corail,Lac2,15/05/26,Houssem,Controle,Note: Livraison Nouveau Diff Bidir CTA,null,null,0,0
017170,Barista's ,Ariana,15/05/26,Houssem,Controle,Astree,Entree,FE2,0,0
017170,Barista's ,Ariana,15/05/26,Houssem,Recharge,Astree,Entree,Rose Noire,0,300
017171,Clinique Ibn Kholdoun,Sousse,15/05/26,Houssem,Controle,Zee300,Reception,null,80,0
017171,Clinique Ibn Kholdoun,Sousse,15/05/26,Houssem,Controle,Aromair150,RDC,RG,225,0
017171,Clinique Ibn Kholdoun,Sousse,15/05/26,Houssem,Controle,Zee300,+1,null,0,0
017171,Clinique Ibn Kholdoun,Sousse,15/05/26,Houssem,Controle,Zee300,Salle Medecin,RG,220,0
017171,Clinique Ibn Kholdoun,Sousse,15/05/26,Houssem,Controle,Aromair150,WC Homme,null,158,0
017171,Clinique Ibn Kholdoun,Sousse,15/05/26,Houssem,Controle,Aromair150,WC Femme,null,95,0
017172,Clinique Ibn Kholdoun,Sousse,15/05/26,Houssem,Controle,Aromair150,S. attente,null,88,0
017172,Clinique Ibn Kholdoun,Sousse,15/05/26,Houssem,Controle,Aromair150,S. consultation,null,265,0
017172,Clinique Ibn Kholdoun,Sousse,15/05/26,Houssem,Controle,Aromair150,Bureau,null,225,0
017172,Clinique Ibn Kholdoun,Sousse,15/05/26,Houssem,Controle,Astree,S. Reunion,RG,0,0
017173,Labo Melki ,CUN,16/05/26,Houssem,Controle,Aromair150,Entree,Peace,0,0
017173,Labo Melki ,CUN,16/05/26,Houssem,Recharge,Aromair150,Entree,Peace,0,300
017175,Villa Misk,Sidi Bou Said,16/05/26,Houssem,Controle,Iceburg,Entrée,Myrthe,241,0
017175,Villa Misk,Sidi Bou Said,16/05/26,Houssem,Recharge,Iceburg,Entrée,Myrthe,0,300
017176,Maison d'hote Neyra,Sidi Bou Said,16/05/26,Houssem,Controle,Iceburg,Entrée,P. Jasmin,25,0
017178,Armatis,Lac1,18/05/26,Houssem,Controle,Aromair150,WC +5,Jasmin E,0,0
017178,Armatis,Lac1,18/05/26,Houssem,Controle,Aromair150,+5,TH,110,0
017178,Armatis,Lac1,18/05/26,Houssem,Controle,Aromair150,WC +5 Femme,Jasmin E,0,0
017178,Armatis,Lac1,18/05/26,Houssem,Controle,Aromair150,WC +2,TH,150,0
017178,Armatis,Lac1,18/05/26,Houssem,Controle,Aromair150,WC +1,TH,200,0
017178,Armatis,Lac1,18/05/26,Houssem,Controle,Aromair150,WC +1 fond,TH,186,0
017178,Armatis,Lac1,18/05/26,Houssem,Controle,Aromair150,WC RDC,Jasmin E,0,0
017178,Armatis,Lac1,18/05/26,Houssem,Recharge,Aromair150,WC +5,Jasmin E,0,300
017178,Armatis,Lac1,18/05/26,Houssem,Recharge,Aromair150,+5,TH,0,110
017178,Armatis,Lac1,18/05/26,Houssem,Recharge,Aromair150,WC +5 Femme,Jasmin E,0,300
017178,Armatis,Lac1,18/05/26,Houssem,Recharge,Aromair150,WC +2,TH,0,150
017178,Armatis,Lac1,18/05/26,Houssem,Recharge,Aromair150,WC +1,TH,0,100
017178,Armatis,Lac1,18/05/26,Houssem,Recharge,Aromair150,WC +1 fond,TH,0,115
017178,Armatis,Lac1,18/05/26,Houssem,Recharge,Aromair150,WC RDC,Jasmin E,0,300
017179,Armatis,Lac1,18/05/26,Houssem,Controle,Aromair150,WC RDC,Jasmin E,6,0
017179,Armatis,Lac1,18/05/26,Houssem,Controle,Aromair150,WCF RDC,Jasmin E,0,0
017179,Armatis,Lac1,18/05/26,Houssem,Controle,Zee300,S. Recrutant,TH,290,0
017179,Armatis,Lac1,18/05/26,Houssem,Controle,Zee300,Entrée,TH,0,0
017181,Cabinet Dr Fodha ,Lac2,18/05/26,Houssem,Controle,Aromair100,Entrée,F.The,0,0
017181,Cabinet Dr Fodha ,Lac2,18/05/26,Houssem,Recharge,Aromair100,Entrée,J. nuit,0,300
017183,716,CUN,18/05/26,Houssem,Controle,Zee300,Entrée,F.N,150,0
017183,716,CUN,18/05/26,Houssem,Recharge,Zee300,Entree,F.N,0,300
017184,Padel ,Borj Louzir,18/05/26,Houssem,Controle,Note: Changement emplacement WCH,null,null,0,0
017187,Glow Spa,Menzah5,19/05/26,Houssem,Controle,Iceburg,Entrée,MELANGE,0,0
017187,Glow Spa,Menzah5,19/05/26,Houssem,Controle,Astree,Hammam,WJ,10,0
017187,Glow Spa,Menzah5,19/05/26,Houssem,Controle,Astree,+1,null,0,0
017187,Glow Spa,Menzah5,19/05/26,Houssem,Recharge,Astree,Hammam,Jasmin,0,300
017188,Café Numa,Menzah5,19/05/26,Houssem,Controle,Zee300,WC,TH,230,0
017188,Café Numa,Menzah5,19/05/26,Houssem,Controle,Zee300,Entrée,TH,0,0
017189,Red Castle ,Menzah5,19/05/26,Houssem,Controle,Iceburg,Entrée,RG,80,0
017189,Red Castle ,Menzah5,19/05/26,Houssem,Recharge,Iceburg,Entrée,RG,0,300
017190,Soquibat ,Lac1,19/05/26,Houssem,Controle,Astree,Entrée,Cashmere,0,0
017190,Soquibat ,Lac1,19/05/26,Houssem,Recharge,Astree,Entrée,Cashmere,0,300
017191,Table Espace ,GP9,19/05/26,Houssem,Controle,Astree,Entrée,TV,50,0
017192,Tavolino,Lac2,19/05/26,Houssem,Controle,Aromair150,WC,null,0,0
017193,Edward's ,Soukra,19/05/26,Houssem,Controle,Aromair100,RDC,Myrthe,75,0
017193,Edward's ,Soukra,19/05/26,Houssem,Controle,Aromair100,+1,Myrthe,10,0
017193,Edward's ,Soukra,19/05/26,Houssem,Controle,Iceburg,+2 Entree,Myrthe,70,0
017193,Edward's ,Soukra,19/05/26,Houssem,Controle,Iceburg,+2 au fond,Myrthe,75,0
017194,Armatis,Ghazela,20/05/26,Houssem,Controle,Aromair150,Entrée,TH,140,0
017194,Armatis,Ghazela,20/05/26,Houssem,Controle,Astree,Direction,TH,195,0
017194,Armatis,Ghazela,20/05/26,Houssem,Recharge,Aromair150,Entrée,TH,0,160
017195,Glow Spa,Menzah5,20/05/26,Houssem,Recharge,Astree,+1,FO,0,300
017195,Glow Spa,Menzah5,20/05/26,Houssem,Recharge,Iceburg,Entrée,MELANGE,0,300
017196,Café Numa,Menzah5,20/05/26,Houssem,Recharge,Zee300,Entrée,TH,0,300
017197,Cabinet Dr Slim Kassar,Berges du Lac,20/05/26,Houssem,Recharge,Astree,CPN,Peace,0,300
017198,Tavolino,Lac2,20/05/26,Houssem,Recharge,Aromair150,WC,B. the,0,300
017199,Geliamo,Marsa,20/05/26,Houssem,Controle,Aromair150,Entrée,Design,200,0
017200,Table Espace ,GP9,20/05/26,Houssem,Recharge,Astree,Entrée,B. the,0,200
017201,Red Castle ,Aouina,20/05/26,Houssem,Controle,Iceburg,Comptoir,Rose d'or,63,0
017202,Azalée,Soukra,20/05/26,Houssem,Controle,Aromair150,+1,RG,140,0
017202,Azalée,Soukra,20/05/26,Houssem,Controle,Iceburg,RDC,RG,0,0
017203,Villa Didon ,Carthage,21/05/26,Houssem,Controle,Zee600,Entrée,N.Grand,400,0
017203,Villa Didon ,Carthage,21/05/26,Houssem,Recharge,Zee600,Entrée,N.Grand,0,600
017204,Le Monde est Petit ,GP9,21/05/26,Houssem,Controle,Aromair100,Entrée,m.lle P,25,0
017204,Le Monde est Petit ,GP9,21/05/26,Houssem,Recharge,Aromair100,Entrée,Ondee P,0,300
017205,Barista's ,Lac1,21/05/26,Houssem,Controle,Aromair100,WC,Ondee Parfume,99,0
017205,Barista's ,Lac1,21/05/26,Houssem,Recharge,Aromair100,WC,Ondee Parfume,0,300
017206,Dr Marwa Ben Amor,Bhar Lazrag,21/05/26,Houssem,Controle,Iceburg,Entrée,null,33,0
017206,Dr Marwa Ben Amor,Bhar Lazrag,21/05/26,Houssem,Recharge,Iceburg,Entree,RG,0,300
017207,Red Castle ,Aouina,21/05/26,Houssem,Controle,Iceburg,Entrée,Rose d'or,60,0
017207,Red Castle ,Aouina,21/05/26,Houssem,Recharge,Iceburg,Entree,Rose d'or,0,300
017209,Slim Optic ,Lac1,21/05/26,Houssem,Controle,Zee600,Au fond,FC,0,0
017209,Slim Optic ,Lac1,21/05/26,Houssem,Controle,Tour,VIP,FC,0,0
017209,Slim Optic ,Lac1,21/05/26,Houssem,Recharge,Tour,Au fond,FC,0,500
017209,Slim Optic ,Lac1,21/05/26,Houssem,Recharge,Iceburg,VIP,FC,0,300
017210,The Blue ,Megrine,21/05/26,Houssem,Controle,Zee300,Entrée,Agrume,22,0
017210,The Blue ,Megrine,21/05/26,Houssem,Controle,Aromair150,WC,FT,10,0
017210,The Blue ,Megrine,21/05/26,Houssem,Controle,Aromair100,1er étage,illusion,10,0
017210,The Blue ,Megrine,21/05/26,Houssem,Recharge,Aromair150,WC,FT,0,400
017210,The Blue ,Megrine,21/05/26,Houssem,Recharge,Zee300,Entree,Agrume,0,175
017210,The Blue ,Megrine,21/05/26,Houssem,Recharge,Aromair100,1er etage,Natural green,0,300
017211,Azalée,Soukra,21/05/26,Houssem,Recharge,Aromair100,Entree,RG,0,300
017212,Obioskin ,Menzah9,22/05/26,Houssem,Controle,Astree,Entree,Wifi Citrous NDR,0,0
017213,Skybar ,Gammarth,22/05/26,Houssem,Controle,Aromair100,Entrée,OF,199,0
017213,Skybar ,Gammarth,22/05/26,Houssem,Recharge,Aromair100,Entrée,OF,0,300
017214,Dar Zarrouk ,Sidi Bou Said,22/05/26,Houssem,Controle,Zee300,Resto,Jasmin E,0,0
017214,Dar Zarrouk ,Sidi Bou Said,22/05/26,Houssem,Controle,Aromair150,WCH,TH,210,0
017214,Dar Zarrouk ,Sidi Bou Said,22/05/26,Houssem,Controle,Aromair150,WCF,TH,210,0
017214,Dar Zarrouk ,Sidi Bou Said,22/05/26,Houssem,Recharge,Zee300,Resto,Jasmin E,0,300
017214,Dar Zarrouk ,Sidi Bou Said,22/05/26,Houssem,Recharge,Aromair150,WCH,TH,0,90
017214,Dar Zarrouk ,Sidi Bou Said,22/05/26,Houssem,Recharge,Aromair150,WCF,TH,0,90
017215,Maison Mme Riahi,Gammarth,22/05/26,Houssem,Controle,Zee300,Entrée,null,120,0
017215,Maison Mme Riahi,Gammarth,22/05/26,Houssem,Recharge,Zee300,Entree,TH,0,300
017216,Indigo,Charguia1,22/05/26,Houssem,Controle,Zee300,+2,Sakura,0,0
017216,Indigo,Charguia1,22/05/26,Houssem,Recharge,Zee300,+2,Design,0,300
017217,Volkswagen SAV ,Charguia,23/05/26,Houssem,Controle,Zee300,Reception,RG,0,0
017217,Volkswagen SAV ,Charguia,23/05/26,Houssem,Recharge,Zee300,Reception,RG,0,300
017218,Beauty Shop,Ennasr,22/05/26,Houssem,Controle,Note: Livraison Diffuseur Zee300 Noir BT,null,null,0,0
017219,Labo Abir Belkhchine ,Ennasr,22/05/26,Houssem,Controle,Aromair150,S. attente,FE3,6,0
017219,Labo Abir Belkhchine ,Ennasr,22/05/26,Houssem,Controle,Aromair150,S. consultation,FE3,50,0
017219,Labo Abir Belkhchine ,Ennasr,22/05/26,Houssem,Recharge,Aromair150,S. attente,Rose n,0,300
017219,Labo Abir Belkhchine ,Ennasr,22/05/26,Houssem,Recharge,Aromair150,S. consultation,Rose n,0,300
017220,Queen,Ennasr,22/05/26,Houssem,Controle,Zee300,Entree,Tobacco,0,0
017222,Maison Mme Baabaa,Soukra,23/05/26,Houssem,Controle,Astree,Salon,Neroli,60,0
017222,Maison Mme Baabaa,Soukra,23/05/26,Houssem,Recharge,Astree,Salon,Neroli,0,300
017223,Maison Mme Guermazi,Gammarth,23/05/26,Houssem,Controle,Iceburg,Entrée,FE2,0,0
017223,Maison Mme Guermazi,Gammarth,23/05/26,Houssem,Recharge,Iceburg,Entrée,Neroli,0,300
017224,Villa Didon ,Carthage,23/05/26,Houssem,Controle,Note: Livraison Diffuseur Zee600 apres reparation,null,null,0,0
017226,Lord ,Soukra,23/05/26,Houssem,Controle,Aromair100,Entrée,RG,70,0
017226,Lord ,Soukra,23/05/26,Houssem,Controle,Aromair100,au fond,RG,20,0
017228,Maison Mme Mhiri,Lac2,23/05/26,Houssem,Controle,Astree,Entrée,FC,200,0
017228,Maison Mme Mhiri,Lac2,23/05/26,Houssem,Recharge,Astree,Entree,RG,0,300
017229,Hotel Corail,Lac2,25/05/26,Houssem,Controle,Tour,Reception,FN,10,0
017229,Hotel Corail,Lac2,25/05/26,Houssem,Recharge,Tour,Reception,FN,0,300
017230,Clinique Alyssa ,Lac1,25/05/26,Houssem,Controle,Zee600,Entrée,FN,0,0
017230,Clinique Alyssa ,Lac1,25/05/26,Houssem,Recharge,Zee600,Entrée,RD,0,300
017231,Arthephage ,Lac1,25/05/26,Houssem,Controle,Aromair100,Entrée,Lim,185,0
017232,Darty,Marsa,25/05/26,Houssem,Controle,Zee600,Entree,null,0,0
017232,Darty,Marsa,25/05/26,Houssem,Recharge,Zee600,Entrée,Design,0,300
017233,Fnac,Marsa,25/05/26,Houssem,Controle,Zee600,Entrée,null,0,0
017233,Fnac,Marsa,25/05/26,Houssem,Recharge,Zee600,Entree,illusion,0,300
017234,Cupra ,GP9,25/05/26,Houssem,Controle,Astree,RDC,RG,86,0
017234,Cupra ,GP9,25/05/26,Houssem,Controle,Astree,+1,RG,50,0
017234,Cupra ,GP9,25/05/26,Houssem,Controle,Zee300,Entrée,null,0,0
017236,Enzo ,Menzah5,25/05/26,Houssem,Controle,Tour,Entrée,Fe3,123,0
017236,Enzo ,Menzah5,25/05/26,Houssem,Recharge,Tour,Entrée,Fe3,0,180
017238,Zahia ,Soukra,25/05/26,Houssem,Controle,Astree,Entrée,FD,146,0
017240,Hotel Dar Said ,Sidi Bou Said,20/05/26,Houssem,Controle,Aromair100,WC,Mythe,0,0
017240,Hotel Dar Said ,Sidi Bou Said,20/05/26,Houssem,Recharge,Aromair100,WC,myrrh,0,400
017241,VIP Zona ,Jardins Carthage,29/05/26,Houssem,Controle,Aromair300,RDC,RG,90,0
017241,VIP Zona ,Jardins Carthage,29/05/26,Houssem,Controle,Astree,+1,RG,87,0
017241,VIP Zona ,Jardins Carthage,29/05/26,Houssem,Controle,Zee300,+2,RG,240,0
017241,VIP Zona ,Jardins Carthage,29/05/26,Houssem,Controle,Zee300,+3,RG,0,0
017242,Manar City ,Manar,29/05/26,Houssem,Controle,Iceburg,Admin,FC,65,0
017243,JC ,Menzah5,29/05/26,Houssem,Controle,Astree,au fond,B. the,0,0
017243,JC ,Menzah5,29/05/26,Houssem,Recharge,Astree,au fond,B. the,0,300
017244,Glow Co ,Boumhal,29/05/26,Houssem,Controle,Zee300,Entrée,null,0,0
017245,Beauty Shop,Lac2,29/05/26,Houssem,Controle,Zee300,Entree,null,0,0
017245,Beauty Shop,Lac2,29/05/26,Houssem,Recharge,Zee300,Entree,null,0,300
017502,Spectra ,Lac3,02/06/26,Houssem,Recharge,Iceburg,+A,RG,0,300
017503,Le Golfe,Gammarth,01/06/26,Houssem,Controle,Aromair100,WCH,Fig,0,0
017503,Le Golfe,Gammarth,01/06/26,Houssem,Controle,Aromair100,WCF,Fig,0,0
017503,Le Golfe,Gammarth,01/06/26,Houssem,Recharge,Aromair100,WCH,Fig,0,150
017503,Le Golfe,Gammarth,01/06/26,Houssem,Recharge,Aromair100,WCF,Fig,0,150
017504,Club NA,Gammarth,01/06/26,Houssem,Controle,Zee300,Comptoir,Fig,0,0
017504,Club NA,Gammarth,01/06/26,Houssem,Controle,Aromair150,WCH,Peace,70,0
017504,Club NA,Gammarth,01/06/26,Houssem,Controle,Aromair150,WCF,Peace,70,0
017504,Club NA,Gammarth,01/06/26,Houssem,Recharge,Zee300,Comptoir,Fig,0,300
017504,Club NA,Gammarth,01/06/26,Houssem,Recharge,Aromair150,WCH,Peace,0,300
017504,Club NA,Gammarth,01/06/26,Houssem,Recharge,Aromair150,WCF,Peace,0,300
017505,Movenpick ,Lac1,01/06/26,Houssem,Controle,Zee600,2 Piles,FN,0,0
017505,Movenpick ,Lac1,01/06/26,Houssem,Controle,Astree,SPA G,130,0
017505,Movenpick ,Lac1,01/06/26,Houssem,Controle,Astree,SPA D,0,0
017505,Movenpick ,Lac1,01/06/26,Houssem,Recharge,Zee600,2 Piles,FN,0,600
017505,Movenpick ,Lac1,01/06/26,Houssem,Recharge,Astree,SPA G,0,200
017505,Movenpick ,Lac1,01/06/26,Houssem,Recharge,Astree,SPA D,0,300
017506,Maison Mr Zied,Lac1,01/06/26,Houssem,Controle,Astree,Entrée,P. Puda,180,0
017506,Maison Mr Zied,Lac1,01/06/26,Houssem,Recharge,Note: Remplissage,null,null,0,120
017507,Asteel Flash,Soukra,01/06/26,Houssem,Controle,Aromair500,B1+1,Ondee P,30,0
017507,Asteel Flash,Soukra,01/06/26,Houssem,Controle,Aromair100,B3+1,Ondee P,100,0
017507,Asteel Flash,Soukra,01/06/26,Houssem,Recharge,Aromair100,B1+1,Ondee P,0,300
017507,Asteel Flash,Soukra,01/06/26,Houssem,Recharge,Aromair100,B3+1,Ondee P,0,300
017508,Obioskin,Menzah9,01/06/26,Houssem,Controle,Astree,Entrée,FE3,20,0
017508,Obioskin,Menzah9,01/06/26,Houssem,Recharge,Astree,Entrée,FE3,0,300
017509,Tony Nasr,GP9,01/06/26,Houssem,Controle,Aromair100,Entrée,FC,0,0
017509,Tony Nasr,GP9,01/06/26,Houssem,Recharge,Aromair100,Entrée,FC,0,300
017510,Arena Gym ,Soukra,01/06/26,Houssem,Controle,Aromair100,Entrée,Ondee P,223,0
017511,Restaurent Gourmet,Charguia,02/06/26,Houssem,Controle,Aromair150,Entrée,FN,0,0
017511,Restaurent Gourmet,Charguia,02/06/26,Houssem,Recharge,Aromair150,Entrée,FN,0,300
017512,Little Asia ,GP9,02/06/26,Houssem,Controle,Aromair100,Entrée,Sakura,70,0
017512,Little Asia ,GP9,02/06/26,Houssem,Recharge,Aromair100,Entrée,Sakura,0,300
017513,Pharmacie Neffousi ,Gammarth,02/06/26,Houssem,Controle,Aromair100,Entrée,Fez,150,0
017513,Pharmacie Neffousi ,Gammarth,02/06/26,Houssem,Recharge,Note: Changement,null,null,0,0
